county_fips,res_statefips,county_name,age_cat,fileyear,total_mortality
5091.0,AR,Miller,70 years or above,2021,2
5091.0,AR,Miller,70 years or above,2022,2
5093.0,AR,Mississippi,30 - 49 years,2010,1
5093.0,AR,Mississippi,30 - 49 years,2014,1
5093.0,AR,Mississippi,30 - 49 years,2015,1
5093.0,AR,Mississippi,30 - 49 years,2019,1
5093.0,AR,Mississippi,30 - 49 years,2020,1
5093.0,AR,Mississippi,30 - 49 years,2021,1
5093.0,AR,Mississippi,70 years or above,2005,1
5093.0,AR,Mississippi,70 years or above,2007,1
5093.0,AR,Mississippi,70 years or above,2008,3
5093.0,AR,Mississippi,70 years or above,2010,1
5093.0,AR,Mississippi,70 years or above,2011,1
5093.0,AR,Mississippi,70 years or above,2012,4
5093.0,AR,Mississippi,70 years or above,2013,1
5093.0,AR,Mississippi,70 years or above,2014,1
5093.0,AR,Mississippi,70 years or above,2015,2
5093.0,AR,Mississippi,70 years or above,2016,4
5093.0,AR,Mississippi,70 years or above,2017,1
5093.0,AR,Mississippi,70 years or above,2018,1
5093.0,AR,Mississippi,70 years or above,2019,1
5093.0,AR,Mississippi,70 years or above,2020,1
5093.0,AR,Mississippi,70 years or above,2022,2
5095.0,AR,Monroe,30 - 49 years,2008,1
5095.0,AR,Monroe,70 years or above,2007,1
5095.0,AR,Monroe,70 years or above,2008,1
5095.0,AR,Monroe,70 years or above,2017,1
5095.0,AR,Monroe,70 years or above,2021,2
5099.0,AR,Nevada,30 - 49 years,2015,1
5099.0,AR,Nevada,70 years or above,2007,1
5099.0,AR,Nevada,70 years or above,2010,1
5099.0,AR,Nevada,70 years or above,2013,1
5099.0,AR,Nevada,70 years or above,2015,1
5101.0,AR,Newton,70 years or above,2012,1
5101.0,AR,Newton,70 years or above,2013,2
5101.0,AR,Newton,70 years or above,2014,1
5103.0,AR,Ouachita,10 - 29 years,2018,1
5103.0,AR,Ouachita,30 - 49 years,2005,1
5103.0,AR,Ouachita,30 - 49 years,2010,1
5103.0,AR,Ouachita,30 - 49 years,2011,1
5103.0,AR,Ouachita,70 years or above,2005,1
5103.0,AR,Ouachita,70 years or above,2007,2
5103.0,AR,Ouachita,70 years or above,2009,2
5103.0,AR,Ouachita,70 years or above,2010,1
5103.0,AR,Ouachita,70 years or above,2012,1
5103.0,AR,Ouachita,70 years or above,2014,1
5103.0,AR,Ouachita,70 years or above,2016,1
5103.0,AR,Ouachita,70 years or above,2017,2
5103.0,AR,Ouachita,70 years or above,2018,5
5103.0,AR,Ouachita,70 years or above,2019,1
5103.0,AR,Ouachita,70 years or above,2021,1
5103.0,AR,Ouachita,70 years or above,2022,1
5105.0,AR,Perry,30 - 49 years,2012,1
5105.0,AR,Perry,70 years or above,2005,1
5105.0,AR,Perry,70 years or above,2006,3
5105.0,AR,Perry,70 years or above,2013,1
5105.0,AR,Perry,70 years or above,2016,1
5105.0,AR,Perry,70 years or above,2018,1
5105.0,AR,Perry,70 years or above,2020,1
5105.0,AR,Perry,70 years or above,2021,1
5105.0,AR,Perry,70 years or above,2022,1
5107.0,AR,Phillips,30 - 49 years,2006,1
5107.0,AR,Phillips,30 - 49 years,2007,1
5107.0,AR,Phillips,30 - 49 years,2013,1
5107.0,AR,Phillips,70 years or above,2005,1
5107.0,AR,Phillips,70 years or above,2007,2
5107.0,AR,Phillips,70 years or above,2008,1
5107.0,AR,Phillips,70 years or above,2010,5
5107.0,AR,Phillips,70 years or above,2012,1
5107.0,AR,Phillips,70 years or above,2013,1
5107.0,AR,Phillips,70 years or above,2014,1
5107.0,AR,Phillips,70 years or above,2016,2
5107.0,AR,Phillips,70 years or above,2017,1
5107.0,AR,Phillips,70 years or above,2022,1
5109.0,AR,Pike,70 years or above,2007,1
5109.0,AR,Pike,70 years or above,2008,1
5109.0,AR,Pike,70 years or above,2009,1
5109.0,AR,Pike,70 years or above,2017,1
5109.0,AR,Pike,70 years or above,2019,1
5109.0,AR,Pike,70 years or above,2020,1
5111.0,AR,Poinsett,30 - 49 years,2006,2
5111.0,AR,Poinsett,30 - 49 years,2010,2
5111.0,AR,Poinsett,30 - 49 years,2011,1
5111.0,AR,Poinsett,30 - 49 years,2012,1
5111.0,AR,Poinsett,30 - 49 years,2021,1
5111.0,AR,Poinsett,30 - 49 years,2022,1
5111.0,AR,Poinsett,70 years or above,2005,3
5111.0,AR,Poinsett,70 years or above,2006,3
5111.0,AR,Poinsett,70 years or above,2007,1
5111.0,AR,Poinsett,70 years or above,2008,1
5111.0,AR,Poinsett,70 years or above,2009,1
5111.0,AR,Poinsett,70 years or above,2010,4
5111.0,AR,Poinsett,70 years or above,2012,1
5111.0,AR,Poinsett,70 years or above,2013,1
5111.0,AR,Poinsett,70 years or above,2014,1
5111.0,AR,Poinsett,70 years or above,2015,1
5111.0,AR,Poinsett,70 years or above,2016,1
5111.0,AR,Poinsett,70 years or above,2018,2
5111.0,AR,Poinsett,70 years or above,2019,2
5111.0,AR,Poinsett,70 years or above,2020,3
5111.0,AR,Poinsett,70 years or above,2021,4
5111.0,AR,Poinsett,70 years or above,2022,1
5113.0,AR,Polk,10 - 29 years,2008,1
5113.0,AR,Polk,30 - 49 years,2021,2
5113.0,AR,Polk,70 years or above,2005,1
5113.0,AR,Polk,70 years or above,2008,3
5113.0,AR,Polk,70 years or above,2009,1
5113.0,AR,Polk,70 years or above,2011,2
5113.0,AR,Polk,70 years or above,2012,1
5113.0,AR,Polk,70 years or above,2014,1
5113.0,AR,Polk,70 years or above,2015,4
5113.0,AR,Polk,70 years or above,2016,1
5113.0,AR,Polk,70 years or above,2017,1
5113.0,AR,Polk,70 years or above,2018,1
5113.0,AR,Polk,70 years or above,2019,2
5113.0,AR,Polk,70 years or above,2021,4
5113.0,AR,Polk,70 years or above,2022,1
5115.0,AR,Pope,30 - 49 years,2007,1
5115.0,AR,Pope,30 - 49 years,2017,1
5115.0,AR,Pope,30 - 49 years,2020,1
5115.0,AR,Pope,70 years or above,2005,1
5115.0,AR,Pope,70 years or above,2006,1
5115.0,AR,Pope,70 years or above,2007,2
5115.0,AR,Pope,70 years or above,2008,1
5115.0,AR,Pope,70 years or above,2009,2
5115.0,AR,Pope,70 years or above,2010,3
5115.0,AR,Pope,70 years or above,2011,2
5115.0,AR,Pope,70 years or above,2013,3
5115.0,AR,Pope,70 years or above,2014,4
5115.0,AR,Pope,70 years or above,2015,2
5115.0,AR,Pope,70 years or above,2016,1
5115.0,AR,Pope,70 years or above,2017,1
5115.0,AR,Pope,70 years or above,2018,1
5115.0,AR,Pope,70 years or above,2019,1
5115.0,AR,Pope,70 years or above,2020,4
5115.0,AR,Pope,70 years or above,2021,1
5115.0,AR,Pope,70 years or above,2022,2
5117.0,AR,Prairie,30 - 49 years,2008,1
5117.0,AR,Prairie,30 - 49 years,2009,1
5117.0,AR,Prairie,70 years or above,2005,1
5117.0,AR,Prairie,70 years or above,2006,1
5117.0,AR,Prairie,70 years or above,2009,1
5117.0,AR,Prairie,70 years or above,2018,2
5117.0,AR,Prairie,70 years or above,2020,1
5119.0,AR,Pulaski, 9 years or below,2005,1
5119.0,AR,Pulaski, 9 years or below,2007,1
5119.0,AR,Pulaski, 9 years or below,2013,1
5119.0,AR,Pulaski,10 - 29 years,2006,1
5119.0,AR,Pulaski,10 - 29 years,2010,1
5119.0,AR,Pulaski,10 - 29 years,2015,1
5119.0,AR,Pulaski,10 - 29 years,2017,1
5119.0,AR,Pulaski,10 - 29 years,2022,1
5119.0,AR,Pulaski,30 - 49 years,2005,5
5119.0,AR,Pulaski,30 - 49 years,2006,2
5119.0,AR,Pulaski,30 - 49 years,2008,3
5119.0,AR,Pulaski,30 - 49 years,2010,3
5119.0,AR,Pulaski,30 - 49 years,2011,2
5119.0,AR,Pulaski,30 - 49 years,2012,3
5119.0,AR,Pulaski,30 - 49 years,2013,1
5119.0,AR,Pulaski,30 - 49 years,2014,2
5119.0,AR,Pulaski,30 - 49 years,2015,2
5119.0,AR,Pulaski,30 - 49 years,2016,3
5119.0,AR,Pulaski,30 - 49 years,2018,3
5119.0,AR,Pulaski,30 - 49 years,2019,1
5119.0,AR,Pulaski,30 - 49 years,2020,3
5119.0,AR,Pulaski,30 - 49 years,2021,4
5119.0,AR,Pulaski,70 years or above,2005,16
5119.0,AR,Pulaski,70 years or above,2006,17
5119.0,AR,Pulaski,70 years or above,2007,9
5119.0,AR,Pulaski,70 years or above,2008,11
5119.0,AR,Pulaski,70 years or above,2009,10
5119.0,AR,Pulaski,70 years or above,2010,6
5119.0,AR,Pulaski,70 years or above,2011,11
5119.0,AR,Pulaski,70 years or above,2012,18
5119.0,AR,Pulaski,70 years or above,2013,13
5119.0,AR,Pulaski,70 years or above,2014,11
5119.0,AR,Pulaski,70 years or above,2015,12
5119.0,AR,Pulaski,70 years or above,2016,9
5119.0,AR,Pulaski,70 years or above,2017,12
5119.0,AR,Pulaski,70 years or above,2018,15
5119.0,AR,Pulaski,70 years or above,2019,9
5119.0,AR,Pulaski,70 years or above,2020,7
5119.0,AR,Pulaski,70 years or above,2021,13
5119.0,AR,Pulaski,70 years or above,2022,12
5121.0,AR,Randolph,30 - 49 years,2006,2
5121.0,AR,Randolph,30 - 49 years,2017,1
5121.0,AR,Randolph,30 - 49 years,2018,1
5121.0,AR,Randolph,70 years or above,2006,1
5121.0,AR,Randolph,70 years or above,2008,1
5121.0,AR,Randolph,70 years or above,2010,1
5121.0,AR,Randolph,70 years or above,2015,1
5121.0,AR,Randolph,70 years or above,2016,2
5121.0,AR,Randolph,70 years or above,2017,1
5121.0,AR,Randolph,70 years or above,2019,2
5121.0,AR,Randolph,70 years or above,2020,1
5121.0,AR,Randolph,70 years or above,2021,1
5125.0,AR,Saline,30 - 49 years,2008,1
5125.0,AR,Saline,30 - 49 years,2012,1
5125.0,AR,Saline,30 - 49 years,2015,2
5125.0,AR,Saline,30 - 49 years,2018,1
5125.0,AR,Saline,30 - 49 years,2019,1
5125.0,AR,Saline,30 - 49 years,2020,1
5125.0,AR,Saline,30 - 49 years,2022,1
5125.0,AR,Saline,70 years or above,2005,3
5125.0,AR,Saline,70 years or above,2006,1
5125.0,AR,Saline,70 years or above,2007,4
5125.0,AR,Saline,70 years or above,2008,4
5125.0,AR,Saline,70 years or above,2009,6
5125.0,AR,Saline,70 years or above,2010,4
5125.0,AR,Saline,70 years or above,2011,2
5125.0,AR,Saline,70 years or above,2012,5
5125.0,AR,Saline,70 years or above,2013,1
5125.0,AR,Saline,70 years or above,2014,1
5125.0,AR,Saline,70 years or above,2015,7
5125.0,AR,Saline,70 years or above,2016,5
5125.0,AR,Saline,70 years or above,2017,5
5125.0,AR,Saline,70 years or above,2018,4
5125.0,AR,Saline,70 years or above,2019,5
5125.0,AR,Saline,70 years or above,2020,4
5125.0,AR,Saline,70 years or above,2021,6
5125.0,AR,Saline,70 years or above,2022,4
5127.0,AR,Scott,70 years or above,2005,1
5127.0,AR,Scott,70 years or above,2009,1
5127.0,AR,Scott,70 years or above,2014,1
5127.0,AR,Scott,70 years or above,2016,1
5127.0,AR,Scott,70 years or above,2017,1
5127.0,AR,Scott,70 years or above,2021,1
5127.0,AR,Scott,70 years or above,2022,1
5129.0,AR,Searcy,30 - 49 years,2019,1
5129.0,AR,Searcy,70 years or above,2007,1
5129.0,AR,Searcy,70 years or above,2009,1
5129.0,AR,Searcy,70 years or above,2010,1
5129.0,AR,Searcy,70 years or above,2012,1
5129.0,AR,Searcy,70 years or above,2013,1
5129.0,AR,Searcy,70 years or above,2014,1
5129.0,AR,Searcy,70 years or above,2021,1
5131.0,AR,Sebastian,30 - 49 years,2006,2
5131.0,AR,Sebastian,30 - 49 years,2009,3
5131.0,AR,Sebastian,30 - 49 years,2018,1
5131.0,AR,Sebastian,30 - 49 years,2019,1
5131.0,AR,Sebastian,30 - 49 years,2021,3
5131.0,AR,Sebastian,70 years or above,2005,1
5131.0,AR,Sebastian,70 years or above,2006,2
5131.0,AR,Sebastian,70 years or above,2007,2
5131.0,AR,Sebastian,70 years or above,2008,6
5131.0,AR,Sebastian,70 years or above,2009,4
5131.0,AR,Sebastian,70 years or above,2010,5
5131.0,AR,Sebastian,70 years or above,2011,3
5131.0,AR,Sebastian,70 years or above,2012,3
5131.0,AR,Sebastian,70 years or above,2013,2
5131.0,AR,Sebastian,70 years or above,2014,4
5131.0,AR,Sebastian,70 years or above,2015,3
5131.0,AR,Sebastian,70 years or above,2016,2
5131.0,AR,Sebastian,70 years or above,2018,2
5131.0,AR,Sebastian,70 years or above,2019,5
5131.0,AR,Sebastian,70 years or above,2020,6
5131.0,AR,Sebastian,70 years or above,2021,2
5131.0,AR,Sebastian,70 years or above,2022,3
5133.0,AR,Sevier,70 years or above,2005,1
5133.0,AR,Sevier,70 years or above,2006,2
5133.0,AR,Sevier,70 years or above,2009,2
5133.0,AR,Sevier,70 years or above,2011,1
5133.0,AR,Sevier,70 years or above,2015,1
5133.0,AR,Sevier,70 years or above,2017,2
5133.0,AR,Sevier,70 years or above,2018,1
5133.0,AR,Sevier,70 years or above,2019,1
5133.0,AR,Sevier,70 years or above,2020,1
5133.0,AR,Sevier,70 years or above,2021,1
5135.0,AR,Sharp,30 - 49 years,2011,1
5135.0,AR,Sharp,30 - 49 years,2015,1
5135.0,AR,Sharp,70 years or above,2005,1
5135.0,AR,Sharp,70 years or above,2006,1
5135.0,AR,Sharp,70 years or above,2007,2
5135.0,AR,Sharp,70 years or above,2008,1
5135.0,AR,Sharp,70 years or above,2014,1
5135.0,AR,Sharp,70 years or above,2018,1
5135.0,AR,Sharp,70 years or above,2019,1
5135.0,AR,Sharp,70 years or above,2020,2
5135.0,AR,Sharp,70 years or above,2021,1
5137.0,AR,Stone,30 - 49 years,2013,1
5137.0,AR,Stone,70 years or above,2005,1
5137.0,AR,Stone,70 years or above,2006,1
5137.0,AR,Stone,70 years or above,2008,1
5137.0,AR,Stone,70 years or above,2010,2
5137.0,AR,Stone,70 years or above,2011,2
5137.0,AR,Stone,70 years or above,2016,1
5137.0,AR,Stone,70 years or above,2019,1
5137.0,AR,Stone,70 years or above,2020,1
5137.0,AR,Stone,70 years or above,2021,1
5139.0,AR,Union,10 - 29 years,2008,1
5139.0,AR,Union,10 - 29 years,2016,1
5139.0,AR,Union,30 - 49 years,2008,1
5139.0,AR,Union,30 - 49 years,2011,1
5139.0,AR,Union,30 - 49 years,2012,1
5139.0,AR,Union,30 - 49 years,2013,1
5139.0,AR,Union,70 years or above,2005,1
5139.0,AR,Union,70 years or above,2006,2
5139.0,AR,Union,70 years or above,2007,4
5139.0,AR,Union,70 years or above,2008,1
5139.0,AR,Union,70 years or above,2009,2
5139.0,AR,Union,70 years or above,2010,2
5139.0,AR,Union,70 years or above,2011,3
5139.0,AR,Union,70 years or above,2012,4
5139.0,AR,Union,70 years or above,2014,1
5139.0,AR,Union,70 years or above,2015,2
5139.0,AR,Union,70 years or above,2016,2
5139.0,AR,Union,70 years or above,2017,2
5139.0,AR,Union,70 years or above,2018,4
5139.0,AR,Union,70 years or above,2019,1
5139.0,AR,Union,70 years or above,2021,2
5139.0,AR,Union,70 years or above,2022,3
5141.0,AR,Van Buren,10 - 29 years,2018,1
5141.0,AR,Van Buren,30 - 49 years,2005,1
5141.0,AR,Van Buren,30 - 49 years,2006,1
5141.0,AR,Van Buren,30 - 49 years,2009,1
5141.0,AR,Van Buren,70 years or above,2006,1
5141.0,AR,Van Buren,70 years or above,2010,1
5141.0,AR,Van Buren,70 years or above,2011,2
5141.0,AR,Van Buren,70 years or above,2012,2
5141.0,AR,Van Buren,70 years or above,2014,1
5141.0,AR,Van Buren,70 years or above,2015,2
5141.0,AR,Van Buren,70 years or above,2016,3
5141.0,AR,Van Buren,70 years or above,2017,1
5141.0,AR,Van Buren,70 years or above,2018,2
5141.0,AR,Van Buren,70 years or above,2020,1
5143.0,AR,Washington,10 - 29 years,2006,1
5143.0,AR,Washington,10 - 29 years,2008,1
5143.0,AR,Washington,10 - 29 years,2011,1
5143.0,AR,Washington,10 - 29 years,2019,1
5143.0,AR,Washington,30 - 49 years,2008,1
5143.0,AR,Washington,30 - 49 years,2012,1
5143.0,AR,Washington,30 - 49 years,2014,2
5143.0,AR,Washington,30 - 49 years,2021,4
5143.0,AR,Washington,30 - 49 years,2022,1
5143.0,AR,Washington,70 years or above,2005,2
5143.0,AR,Washington,70 years or above,2006,1
5143.0,AR,Washington,70 years or above,2007,3
5143.0,AR,Washington,70 years or above,2008,3
5143.0,AR,Washington,70 years or above,2009,2
5143.0,AR,Washington,70 years or above,2010,3
5143.0,AR,Washington,70 years or above,2011,3
5143.0,AR,Washington,70 years or above,2012,7
5143.0,AR,Washington,70 years or above,2013,7
5143.0,AR,Washington,70 years or above,2014,1
5143.0,AR,Washington,70 years or above,2015,1
5143.0,AR,Washington,70 years or above,2016,2
5143.0,AR,Washington,70 years or above,2017,3
5143.0,AR,Washington,70 years or above,2019,2
5143.0,AR,Washington,70 years or above,2020,5
5143.0,AR,Washington,70 years or above,2021,5
5143.0,AR,Washington,70 years or above,2022,9
5145.0,AR,White,30 - 49 years,2016,1
5145.0,AR,White,30 - 49 years,2017,1
5145.0,AR,White,30 - 49 years,2020,1
5145.0,AR,White,70 years or above,2005,4
5145.0,AR,White,70 years or above,2006,4
5145.0,AR,White,70 years or above,2007,3
5145.0,AR,White,70 years or above,2008,3
5145.0,AR,White,70 years or above,2009,3
5145.0,AR,White,70 years or above,2010,4
5145.0,AR,White,70 years or above,2011,4
5145.0,AR,White,70 years or above,2012,1
5145.0,AR,White,70 years or above,2013,2
5145.0,AR,White,70 years or above,2014,3
5145.0,AR,White,70 years or above,2015,2
5145.0,AR,White,70 years or above,2016,2
5145.0,AR,White,70 years or above,2017,5
5145.0,AR,White,70 years or above,2018,4
5145.0,AR,White,70 years or above,2019,1
5145.0,AR,White,70 years or above,2020,2
5145.0,AR,White,70 years or above,2021,6
5145.0,AR,White,70 years or above,2022,5
5147.0,AR,Woodruff,70 years or above,2005,1
5147.0,AR,Woodruff,70 years or above,2006,1
5147.0,AR,Woodruff,70 years or above,2007,1
5147.0,AR,Woodruff,70 years or above,2022,2
5149.0,AR,Yell,10 - 29 years,2013,1
5149.0,AR,Yell,30 - 49 years,2009,1
5149.0,AR,Yell,30 - 49 years,2010,1
5149.0,AR,Yell,30 - 49 years,2012,1
5149.0,AR,Yell,70 years or above,2005,3
5149.0,AR,Yell,70 years or above,2007,2
5149.0,AR,Yell,70 years or above,2008,2
5149.0,AR,Yell,70 years or above,2009,1
5149.0,AR,Yell,70 years or above,2010,1
5149.0,AR,Yell,70 years or above,2011,3
5149.0,AR,Yell,70 years or above,2012,3
5149.0,AR,Yell,70 years or above,2013,1
5149.0,AR,Yell,70 years or above,2015,1
5149.0,AR,Yell,70 years or above,2019,2
5149.0,AR,Yell,70 years or above,2020,1
4001.0,AZ,Apache,10 - 29 years,2020,1
4001.0,AZ,Apache,30 - 49 years,2007,1
4001.0,AZ,Apache,30 - 49 years,2009,1
4001.0,AZ,Apache,30 - 49 years,2014,1
4001.0,AZ,Apache,30 - 49 years,2015,2
4001.0,AZ,Apache,30 - 49 years,2022,1
4001.0,AZ,Apache,70 years or above,2005,1
4001.0,AZ,Apache,70 years or above,2006,1
4001.0,AZ,Apache,70 years or above,2008,2
4001.0,AZ,Apache,70 years or above,2009,1
4001.0,AZ,Apache,70 years or above,2011,1
4001.0,AZ,Apache,70 years or above,2013,3
4001.0,AZ,Apache,70 years or above,2014,2
4001.0,AZ,Apache,70 years or above,2015,2
4001.0,AZ,Apache,70 years or above,2016,2
4001.0,AZ,Apache,70 years or above,2017,2
4001.0,AZ,Apache,70 years or above,2018,4
4001.0,AZ,Apache,70 years or above,2019,1
4001.0,AZ,Apache,70 years or above,2020,2
4003.0,AZ,Cochise,10 - 29 years,2006,1
4003.0,AZ,Cochise,10 - 29 years,2008,1
4003.0,AZ,Cochise,10 - 29 years,2014,1
4003.0,AZ,Cochise,10 - 29 years,2021,1
4003.0,AZ,Cochise,10 - 29 years,2022,1
4003.0,AZ,Cochise,30 - 49 years,2006,1
4003.0,AZ,Cochise,30 - 49 years,2009,1
4003.0,AZ,Cochise,30 - 49 years,2010,1
4003.0,AZ,Cochise,30 - 49 years,2012,1
4003.0,AZ,Cochise,30 - 49 years,2014,1
4003.0,AZ,Cochise,30 - 49 years,2016,1
4003.0,AZ,Cochise,30 - 49 years,2017,1
4003.0,AZ,Cochise,70 years or above,2005,9
4003.0,AZ,Cochise,70 years or above,2006,6
4003.0,AZ,Cochise,70 years or above,2007,1
4003.0,AZ,Cochise,70 years or above,2008,3
4003.0,AZ,Cochise,70 years or above,2009,5
4003.0,AZ,Cochise,70 years or above,2010,5
4003.0,AZ,Cochise,70 years or above,2011,4
4003.0,AZ,Cochise,70 years or above,2012,6
4003.0,AZ,Cochise,70 years or above,2013,6
4003.0,AZ,Cochise,70 years or above,2014,3
4003.0,AZ,Cochise,70 years or above,2015,7
4003.0,AZ,Cochise,70 years or above,2016,4
4003.0,AZ,Cochise,70 years or above,2017,6
4003.0,AZ,Cochise,70 years or above,2018,5
4003.0,AZ,Cochise,70 years or above,2019,4
4003.0,AZ,Cochise,70 years or above,2020,7
4003.0,AZ,Cochise,70 years or above,2021,4
4003.0,AZ,Cochise,70 years or above,2022,2
4005.0,AZ,Coconino,10 - 29 years,2018,1
4005.0,AZ,Coconino,30 - 49 years,2006,1
4005.0,AZ,Coconino,30 - 49 years,2007,1
4005.0,AZ,Coconino,30 - 49 years,2015,1
4005.0,AZ,Coconino,30 - 49 years,2018,1
4005.0,AZ,Coconino,30 - 49 years,2019,1
4005.0,AZ,Coconino,30 - 49 years,2022,1
4005.0,AZ,Coconino,70 years or above,2005,2
4005.0,AZ,Coconino,70 years or above,2008,3
4005.0,AZ,Coconino,70 years or above,2009,1
4005.0,AZ,Coconino,70 years or above,2010,3
4005.0,AZ,Coconino,70 years or above,2011,1
4005.0,AZ,Coconino,70 years or above,2012,1
4005.0,AZ,Coconino,70 years or above,2014,4
4005.0,AZ,Coconino,70 years or above,2016,1
4005.0,AZ,Coconino,70 years or above,2018,1
4005.0,AZ,Coconino,70 years or above,2019,3
4005.0,AZ,Coconino,70 years or above,2020,3
4005.0,AZ,Coconino,70 years or above,2022,2
4007.0,AZ,Gila,10 - 29 years,2016,1
4007.0,AZ,Gila,30 - 49 years,2018,2
4007.0,AZ,Gila,30 - 49 years,2019,1
4007.0,AZ,Gila,30 - 49 years,2020,1
4007.0,AZ,Gila,70 years or above,2005,1
4007.0,AZ,Gila,70 years or above,2007,4
4007.0,AZ,Gila,70 years or above,2008,1
4007.0,AZ,Gila,70 years or above,2009,2
4007.0,AZ,Gila,70 years or above,2010,1
4007.0,AZ,Gila,70 years or above,2011,1
4007.0,AZ,Gila,70 years or above,2013,2
4007.0,AZ,Gila,70 years or above,2015,1
4007.0,AZ,Gila,70 years or above,2016,4
4007.0,AZ,Gila,70 years or above,2017,1
4007.0,AZ,Gila,70 years or above,2019,2
4007.0,AZ,Gila,70 years or above,2020,1
4007.0,AZ,Gila,70 years or above,2021,2
4007.0,AZ,Gila,70 years or above,2022,3
4009.0,AZ,Graham,30 - 49 years,2007,2
4009.0,AZ,Graham,30 - 49 years,2018,1
4009.0,AZ,Graham,70 years or above,2006,1
4009.0,AZ,Graham,70 years or above,2008,2
4009.0,AZ,Graham,70 years or above,2009,1
4009.0,AZ,Graham,70 years or above,2010,1
4009.0,AZ,Graham,70 years or above,2011,1
4009.0,AZ,Graham,70 years or above,2018,2
4009.0,AZ,Graham,70 years or above,2020,1
4009.0,AZ,Graham,70 years or above,2021,2
4009.0,AZ,Graham,70 years or above,2022,1
4011.0,AZ,Greenlee,70 years or above,2011,1
4011.0,AZ,Greenlee,70 years or above,2012,1
4011.0,AZ,Greenlee,70 years or above,2020,1
4011.0,AZ,Greenlee,70 years or above,2022,1
4012.0,AZ,La Paz,30 - 49 years,2014,1
4012.0,AZ,La Paz,70 years or above,2005,1
4012.0,AZ,La Paz,70 years or above,2006,1
4012.0,AZ,La Paz,70 years or above,2009,1
4012.0,AZ,La Paz,70 years or above,2011,1
4012.0,AZ,La Paz,70 years or above,2013,1
4012.0,AZ,La Paz,70 years or above,2017,1
4012.0,AZ,La Paz,70 years or above,2018,1
4012.0,AZ,La Paz,70 years or above,2020,1
4012.0,AZ,La Paz,70 years or above,2022,1
4013.0,AZ,Maricopa, 9 years or below,2016,1
4013.0,AZ,Maricopa,10 - 29 years,2005,3
4013.0,AZ,Maricopa,10 - 29 years,2006,1
4013.0,AZ,Maricopa,10 - 29 years,2007,2
4013.0,AZ,Maricopa,10 - 29 years,2008,1
4013.0,AZ,Maricopa,10 - 29 years,2009,1
4013.0,AZ,Maricopa,10 - 29 years,2011,2
4013.0,AZ,Maricopa,10 - 29 years,2012,1
4013.0,AZ,Maricopa,10 - 29 years,2013,1
4013.0,AZ,Maricopa,10 - 29 years,2014,2
4013.0,AZ,Maricopa,10 - 29 years,2015,1
4013.0,AZ,Maricopa,10 - 29 years,2016,2
4013.0,AZ,Maricopa,10 - 29 years,2017,1
4013.0,AZ,Maricopa,10 - 29 years,2018,1
4013.0,AZ,Maricopa,10 - 29 years,2019,1
4013.0,AZ,Maricopa,10 - 29 years,2020,1
4013.0,AZ,Maricopa,10 - 29 years,2021,1
4013.0,AZ,Maricopa,10 - 29 years,2022,4
4013.0,AZ,Maricopa,30 - 49 years,2005,7
4013.0,AZ,Maricopa,30 - 49 years,2006,5
4013.0,AZ,Maricopa,30 - 49 years,2007,1
4013.0,AZ,Maricopa,30 - 49 years,2008,4
4013.0,AZ,Maricopa,30 - 49 years,2009,6
4013.0,AZ,Maricopa,30 - 49 years,2010,4
4013.0,AZ,Maricopa,30 - 49 years,2011,2
4013.0,AZ,Maricopa,30 - 49 years,2012,4
4013.0,AZ,Maricopa,30 - 49 years,2013,1
4013.0,AZ,Maricopa,30 - 49 years,2014,7
4013.0,AZ,Maricopa,30 - 49 years,2015,11
4013.0,AZ,Maricopa,30 - 49 years,2016,7
4013.0,AZ,Maricopa,30 - 49 years,2017,5
4013.0,AZ,Maricopa,30 - 49 years,2018,8
4013.0,AZ,Maricopa,30 - 49 years,2019,8
4013.0,AZ,Maricopa,30 - 49 years,2020,22
4013.0,AZ,Maricopa,30 - 49 years,2021,18
4013.0,AZ,Maricopa,30 - 49 years,2022,16
4013.0,AZ,Maricopa,70 years or above,2005,55
4013.0,AZ,Maricopa,70 years or above,2006,33
4013.0,AZ,Maricopa,70 years or above,2007,44
4013.0,AZ,Maricopa,70 years or above,2008,45
4013.0,AZ,Maricopa,70 years or above,2009,35
4013.0,AZ,Maricopa,70 years or above,2010,29
4013.0,AZ,Maricopa,70 years or above,2011,24
4013.0,AZ,Maricopa,70 years or above,2012,26
4013.0,AZ,Maricopa,70 years or above,2013,36
4013.0,AZ,Maricopa,70 years or above,2014,32
4013.0,AZ,Maricopa,70 years or above,2015,46
4013.0,AZ,Maricopa,70 years or above,2016,54
4013.0,AZ,Maricopa,70 years or above,2017,54
4013.0,AZ,Maricopa,70 years or above,2018,52
4013.0,AZ,Maricopa,70 years or above,2019,69
4013.0,AZ,Maricopa,70 years or above,2020,66
4013.0,AZ,Maricopa,70 years or above,2021,70
4013.0,AZ,Maricopa,70 years or above,2022,76
4015.0,AZ,Mohave,10 - 29 years,2014,1
4015.0,AZ,Mohave,30 - 49 years,2005,1
4015.0,AZ,Mohave,30 - 49 years,2006,3
4015.0,AZ,Mohave,30 - 49 years,2007,2
4015.0,AZ,Mohave,30 - 49 years,2008,1
4015.0,AZ,Mohave,30 - 49 years,2009,1
4015.0,AZ,Mohave,30 - 49 years,2015,1
4015.0,AZ,Mohave,30 - 49 years,2018,1
