county_fips,res_statefips,county_name,age_cat,fileyear,total_mortality
1001.0,AL,Autauga,30 - 49 years,2005,2
1001.0,AL,Autauga,30 - 49 years,2006,3
1001.0,AL,Autauga,30 - 49 years,2007,1
1001.0,AL,Autauga,30 - 49 years,2008,1
1001.0,AL,Autauga,30 - 49 years,2013,1
1001.0,AL,Autauga,30 - 49 years,2020,1
1001.0,AL,Autauga,70 years or above,2006,2
1001.0,AL,Autauga,70 years or above,2007,1
1001.0,AL,Autauga,70 years or above,2008,2
1001.0,AL,Autauga,70 years or above,2009,1
1001.0,AL,Autauga,70 years or above,2010,2
1001.0,AL,Autauga,70 years or above,2012,1
1001.0,AL,Autauga,70 years or above,2013,4
1001.0,AL,Autauga,70 years or above,2015,1
1001.0,AL,Autauga,70 years or above,2016,2
1001.0,AL,Autauga,70 years or above,2018,2
1001.0,AL,Autauga,70 years or above,2019,1
1001.0,AL,Autauga,70 years or above,2021,2
1001.0,AL,Autauga,70 years or above,2022,3
1003.0,AL,Baldwin,10 - 29 years,2009,1
1003.0,AL,Baldwin,10 - 29 years,2019,1
1003.0,AL,Baldwin,10 - 29 years,2022,1
1003.0,AL,Baldwin,30 - 49 years,2005,2
1003.0,AL,Baldwin,30 - 49 years,2006,1
1003.0,AL,Baldwin,30 - 49 years,2010,1
1003.0,AL,Baldwin,30 - 49 years,2011,1
1003.0,AL,Baldwin,30 - 49 years,2014,1
1003.0,AL,Baldwin,30 - 49 years,2015,2
1003.0,AL,Baldwin,30 - 49 years,2019,3
1003.0,AL,Baldwin,30 - 49 years,2020,1
1003.0,AL,Baldwin,30 - 49 years,2021,2
1003.0,AL,Baldwin,70 years or above,2005,4
1003.0,AL,Baldwin,70 years or above,2006,6
1003.0,AL,Baldwin,70 years or above,2007,7
1003.0,AL,Baldwin,70 years or above,2008,1
1003.0,AL,Baldwin,70 years or above,2009,8
1003.0,AL,Baldwin,70 years or above,2010,4
1003.0,AL,Baldwin,70 years or above,2011,5
1003.0,AL,Baldwin,70 years or above,2012,5
1003.0,AL,Baldwin,70 years or above,2013,2
1003.0,AL,Baldwin,70 years or above,2014,4
1003.0,AL,Baldwin,70 years or above,2015,10
1003.0,AL,Baldwin,70 years or above,2016,3
1003.0,AL,Baldwin,70 years or above,2017,4
1003.0,AL,Baldwin,70 years or above,2018,11
1003.0,AL,Baldwin,70 years or above,2019,7
1003.0,AL,Baldwin,70 years or above,2020,5
1003.0,AL,Baldwin,70 years or above,2021,5
1003.0,AL,Baldwin,70 years or above,2022,5
1005.0,AL,Barbour,10 - 29 years,2013,1
1005.0,AL,Barbour,30 - 49 years,2005,1
1005.0,AL,Barbour,30 - 49 years,2019,1
1005.0,AL,Barbour,30 - 49 years,2020,1
1005.0,AL,Barbour,70 years or above,2005,1
1005.0,AL,Barbour,70 years or above,2006,1
1005.0,AL,Barbour,70 years or above,2007,1
1005.0,AL,Barbour,70 years or above,2009,2
1005.0,AL,Barbour,70 years or above,2010,2
1005.0,AL,Barbour,70 years or above,2011,2
1005.0,AL,Barbour,70 years or above,2012,1
1005.0,AL,Barbour,70 years or above,2013,1
1005.0,AL,Barbour,70 years or above,2014,2
1005.0,AL,Barbour,70 years or above,2017,2
1005.0,AL,Barbour,70 years or above,2018,3
1005.0,AL,Barbour,70 years or above,2019,3
1005.0,AL,Barbour,70 years or above,2020,1
1005.0,AL,Barbour,70 years or above,2021,1
1005.0,AL,Barbour,70 years or above,2022,1
1007.0,AL,Bibb,10 - 29 years,2016,1
1007.0,AL,Bibb,10 - 29 years,2021,1
1007.0,AL,Bibb,30 - 49 years,2007,1
1007.0,AL,Bibb,30 - 49 years,2008,1
1007.0,AL,Bibb,70 years or above,2005,2
1007.0,AL,Bibb,70 years or above,2006,2
1007.0,AL,Bibb,70 years or above,2008,10
1007.0,AL,Bibb,70 years or above,2009,1
1007.0,AL,Bibb,70 years or above,2015,2
1007.0,AL,Bibb,70 years or above,2016,1
1007.0,AL,Bibb,70 years or above,2019,1
1007.0,AL,Bibb,70 years or above,2022,2
1009.0,AL,Blount,30 - 49 years,2005,1
1009.0,AL,Blount,30 - 49 years,2008,1
1009.0,AL,Blount,30 - 49 years,2015,1
1009.0,AL,Blount,30 - 49 years,2017,2
1009.0,AL,Blount,70 years or above,2005,3
1009.0,AL,Blount,70 years or above,2007,1
1009.0,AL,Blount,70 years or above,2008,2
1009.0,AL,Blount,70 years or above,2009,1
1009.0,AL,Blount,70 years or above,2011,2
1009.0,AL,Blount,70 years or above,2012,3
1009.0,AL,Blount,70 years or above,2013,5
1009.0,AL,Blount,70 years or above,2014,1
1009.0,AL,Blount,70 years or above,2015,1
1009.0,AL,Blount,70 years or above,2016,1
1009.0,AL,Blount,70 years or above,2017,4
1009.0,AL,Blount,70 years or above,2018,3
1009.0,AL,Blount,70 years or above,2019,2
1009.0,AL,Blount,70 years or above,2020,4
1011.0,AL,Bullock,30 - 49 years,2021,1
1011.0,AL,Bullock,70 years or above,2008,1
1011.0,AL,Bullock,70 years or above,2012,1
1011.0,AL,Bullock,70 years or above,2013,1
1011.0,AL,Bullock,70 years or above,2021,2
1011.0,AL,Bullock,70 years or above,2022,1
1013.0,AL,Butler,30 - 49 years,2005,1
1013.0,AL,Butler,70 years or above,2006,1
1013.0,AL,Butler,70 years or above,2008,1
1013.0,AL,Butler,70 years or above,2009,2
1013.0,AL,Butler,70 years or above,2012,3
1013.0,AL,Butler,70 years or above,2014,5
1013.0,AL,Butler,70 years or above,2020,1
1013.0,AL,Butler,70 years or above,2022,1
1015.0,AL,Calhoun,10 - 29 years,2005,1
1015.0,AL,Calhoun,10 - 29 years,2006,1
1015.0,AL,Calhoun,10 - 29 years,2010,1
1015.0,AL,Calhoun,10 - 29 years,2012,1
1015.0,AL,Calhoun,30 - 49 years,2006,1
1015.0,AL,Calhoun,30 - 49 years,2009,1
1015.0,AL,Calhoun,30 - 49 years,2011,2
1015.0,AL,Calhoun,30 - 49 years,2013,1
1015.0,AL,Calhoun,30 - 49 years,2014,1
1015.0,AL,Calhoun,30 - 49 years,2015,3
1015.0,AL,Calhoun,30 - 49 years,2017,1
1015.0,AL,Calhoun,30 - 49 years,2018,1
1015.0,AL,Calhoun,30 - 49 years,2019,2
1015.0,AL,Calhoun,30 - 49 years,2020,2
1015.0,AL,Calhoun,30 - 49 years,2021,1
1015.0,AL,Calhoun,30 - 49 years,2022,1
1015.0,AL,Calhoun,70 years or above,2005,5
1015.0,AL,Calhoun,70 years or above,2006,7
1015.0,AL,Calhoun,70 years or above,2007,1
1015.0,AL,Calhoun,70 years or above,2008,3
1015.0,AL,Calhoun,70 years or above,2009,6
1015.0,AL,Calhoun,70 years or above,2010,6
1015.0,AL,Calhoun,70 years or above,2011,1
1015.0,AL,Calhoun,70 years or above,2012,2
1015.0,AL,Calhoun,70 years or above,2013,6
1015.0,AL,Calhoun,70 years or above,2014,4
1015.0,AL,Calhoun,70 years or above,2015,6
1015.0,AL,Calhoun,70 years or above,2016,6
1015.0,AL,Calhoun,70 years or above,2018,1
1015.0,AL,Calhoun,70 years or above,2019,4
1015.0,AL,Calhoun,70 years or above,2021,3
1017.0,AL,Chambers,30 - 49 years,2007,1
1017.0,AL,Chambers,30 - 49 years,2008,1
1017.0,AL,Chambers,30 - 49 years,2012,1
1017.0,AL,Chambers,30 - 49 years,2016,1
1017.0,AL,Chambers,30 - 49 years,2021,1
1017.0,AL,Chambers,30 - 49 years,2022,1
1017.0,AL,Chambers,70 years or above,2005,1
1017.0,AL,Chambers,70 years or above,2006,2
1017.0,AL,Chambers,70 years or above,2007,1
1017.0,AL,Chambers,70 years or above,2009,1
1017.0,AL,Chambers,70 years or above,2010,1
1017.0,AL,Chambers,70 years or above,2011,1
1017.0,AL,Chambers,70 years or above,2012,2
1017.0,AL,Chambers,70 years or above,2014,1
1017.0,AL,Chambers,70 years or above,2015,3
1017.0,AL,Chambers,70 years or above,2016,2
1017.0,AL,Chambers,70 years or above,2017,1
1017.0,AL,Chambers,70 years or above,2020,2
1017.0,AL,Chambers,70 years or above,2021,1
1017.0,AL,Chambers,70 years or above,2022,2
1019.0,AL,Cherokee,30 - 49 years,2010,1
1019.0,AL,Cherokee,30 - 49 years,2012,1
1019.0,AL,Cherokee,30 - 49 years,2014,1
1019.0,AL,Cherokee,70 years or above,2005,2
1019.0,AL,Cherokee,70 years or above,2006,1
1019.0,AL,Cherokee,70 years or above,2007,1
1019.0,AL,Cherokee,70 years or above,2008,3
1019.0,AL,Cherokee,70 years or above,2009,1
1019.0,AL,Cherokee,70 years or above,2012,2
1019.0,AL,Cherokee,70 years or above,2014,1
1019.0,AL,Cherokee,70 years or above,2016,1
1019.0,AL,Cherokee,70 years or above,2017,2
1019.0,AL,Cherokee,70 years or above,2022,1
1021.0,AL,Chilton,70 years or above,2005,2
1021.0,AL,Chilton,70 years or above,2006,1
1021.0,AL,Chilton,70 years or above,2008,2
1021.0,AL,Chilton,70 years or above,2010,3
1021.0,AL,Chilton,70 years or above,2012,1
1021.0,AL,Chilton,70 years or above,2013,1
1021.0,AL,Chilton,70 years or above,2015,1
1021.0,AL,Chilton,70 years or above,2016,2
1021.0,AL,Chilton,70 years or above,2018,2
1021.0,AL,Chilton,70 years or above,2019,7
1021.0,AL,Chilton,70 years or above,2021,1
1021.0,AL,Chilton,70 years or above,2022,3
1023.0,AL,Choctaw,10 - 29 years,2012,1
1023.0,AL,Choctaw,10 - 29 years,2017,1
1023.0,AL,Choctaw,30 - 49 years,2021,1
1023.0,AL,Choctaw,70 years or above,2006,1
1023.0,AL,Choctaw,70 years or above,2007,1
1023.0,AL,Choctaw,70 years or above,2011,1
1023.0,AL,Choctaw,70 years or above,2013,3
1023.0,AL,Choctaw,70 years or above,2014,2
1023.0,AL,Choctaw,70 years or above,2016,2
1023.0,AL,Choctaw,70 years or above,2017,3
1023.0,AL,Choctaw,70 years or above,2019,2
1023.0,AL,Choctaw,70 years or above,2020,1
1025.0,AL,Clarke,10 - 29 years,2009,1
1025.0,AL,Clarke,30 - 49 years,2012,2
1025.0,AL,Clarke,30 - 49 years,2013,1
1025.0,AL,Clarke,30 - 49 years,2014,2
1025.0,AL,Clarke,30 - 49 years,2017,1
1025.0,AL,Clarke,30 - 49 years,2022,2
1025.0,AL,Clarke,70 years or above,2005,2
1025.0,AL,Clarke,70 years or above,2006,1
1025.0,AL,Clarke,70 years or above,2008,2
1025.0,AL,Clarke,70 years or above,2009,3
1025.0,AL,Clarke,70 years or above,2011,4
1025.0,AL,Clarke,70 years or above,2012,1
1025.0,AL,Clarke,70 years or above,2013,5
1025.0,AL,Clarke,70 years or above,2014,1
1025.0,AL,Clarke,70 years or above,2015,3
1025.0,AL,Clarke,70 years or above,2016,2
1025.0,AL,Clarke,70 years or above,2017,1
1025.0,AL,Clarke,70 years or above,2018,2
1025.0,AL,Clarke,70 years or above,2019,1
1025.0,AL,Clarke,70 years or above,2020,4
1025.0,AL,Clarke,70 years or above,2021,3
1025.0,AL,Clarke,70 years or above,2022,1
1027.0,AL,Clay,30 - 49 years,2013,1
1027.0,AL,Clay,30 - 49 years,2016,1
1027.0,AL,Clay,70 years or above,2005,3
1027.0,AL,Clay,70 years or above,2006,1
1027.0,AL,Clay,70 years or above,2007,1
1027.0,AL,Clay,70 years or above,2010,1
1027.0,AL,Clay,70 years or above,2012,1
1027.0,AL,Clay,70 years or above,2013,1
1027.0,AL,Clay,70 years or above,2014,2
1027.0,AL,Clay,70 years or above,2015,2
1027.0,AL,Clay,70 years or above,2016,3
1027.0,AL,Clay,70 years or above,2018,1
1029.0,AL,Cleburne,30 - 49 years,2018,1
1029.0,AL,Cleburne,70 years or above,2008,1
1029.0,AL,Cleburne,70 years or above,2010,3
1029.0,AL,Cleburne,70 years or above,2012,1
1029.0,AL,Cleburne,70 years or above,2013,1
1029.0,AL,Cleburne,70 years or above,2014,2
1029.0,AL,Cleburne,70 years or above,2015,1
1029.0,AL,Cleburne,70 years or above,2019,1
1029.0,AL,Cleburne,70 years or above,2020,2
1029.0,AL,Cleburne,70 years or above,2021,2
1029.0,AL,Cleburne,70 years or above,2022,1
1031.0,AL,Coffee,10 - 29 years,2020,1
1031.0,AL,Coffee,30 - 49 years,2005,1
1031.0,AL,Coffee,30 - 49 years,2007,1
1031.0,AL,Coffee,30 - 49 years,2010,1
1031.0,AL,Coffee,30 - 49 years,2012,1
1031.0,AL,Coffee,30 - 49 years,2020,1
1031.0,AL,Coffee,70 years or above,2011,1
1031.0,AL,Coffee,70 years or above,2012,4
1031.0,AL,Coffee,70 years or above,2014,1
1031.0,AL,Coffee,70 years or above,2015,1
1031.0,AL,Coffee,70 years or above,2017,1
1031.0,AL,Coffee,70 years or above,2018,2
1031.0,AL,Coffee,70 years or above,2019,1
1031.0,AL,Coffee,70 years or above,2020,2
1031.0,AL,Coffee,70 years or above,2022,1
1033.0,AL,Colbert,30 - 49 years,2007,1
1033.0,AL,Colbert,30 - 49 years,2009,1
1033.0,AL,Colbert,30 - 49 years,2012,1
1033.0,AL,Colbert,30 - 49 years,2020,1
1033.0,AL,Colbert,30 - 49 years,2022,1
1033.0,AL,Colbert,70 years or above,2005,5
1033.0,AL,Colbert,70 years or above,2007,1
1033.0,AL,Colbert,70 years or above,2008,5
1033.0,AL,Colbert,70 years or above,2009,2
1033.0,AL,Colbert,70 years or above,2010,4
1033.0,AL,Colbert,70 years or above,2011,4
1033.0,AL,Colbert,70 years or above,2015,1
1033.0,AL,Colbert,70 years or above,2016,4
1033.0,AL,Colbert,70 years or above,2017,1
1033.0,AL,Colbert,70 years or above,2018,3
1033.0,AL,Colbert,70 years or above,2019,2
1033.0,AL,Colbert,70 years or above,2020,1
1033.0,AL,Colbert,70 years or above,2021,3
1033.0,AL,Colbert,70 years or above,2022,1
1035.0,AL,Conecuh,70 years or above,2007,1
1035.0,AL,Conecuh,70 years or above,2008,1
1035.0,AL,Conecuh,70 years or above,2009,3
1035.0,AL,Conecuh,70 years or above,2010,1
1035.0,AL,Conecuh,70 years or above,2012,1
1035.0,AL,Conecuh,70 years or above,2013,1
1035.0,AL,Conecuh,70 years or above,2015,2
1035.0,AL,Conecuh,70 years or above,2017,1
1035.0,AL,Conecuh,70 years or above,2019,1
1035.0,AL,Conecuh,70 years or above,2020,1
1035.0,AL,Conecuh,70 years or above,2022,1
1037.0,AL,Coosa,30 - 49 years,2015,1
1037.0,AL,Coosa,30 - 49 years,2016,1
1037.0,AL,Coosa,70 years or above,2005,1
1037.0,AL,Coosa,70 years or above,2007,1
1037.0,AL,Coosa,70 years or above,2009,1
1037.0,AL,Coosa,70 years or above,2011,2
1037.0,AL,Coosa,70 years or above,2012,1
1037.0,AL,Coosa,70 years or above,2013,1
1037.0,AL,Coosa,70 years or above,2014,1
1037.0,AL,Coosa,70 years or above,2015,1
1037.0,AL,Coosa,70 years or above,2018,1
1037.0,AL,Coosa,70 years or above,2021,1
1039.0,AL,Covington,10 - 29 years,2015,1
1039.0,AL,Covington,30 - 49 years,2010,1
1039.0,AL,Covington,30 - 49 years,2020,2
1039.0,AL,Covington,30 - 49 years,2021,1
1039.0,AL,Covington,70 years or above,2005,6
1039.0,AL,Covington,70 years or above,2006,2
1039.0,AL,Covington,70 years or above,2007,2
1039.0,AL,Covington,70 years or above,2009,2
1039.0,AL,Covington,70 years or above,2011,4
1039.0,AL,Covington,70 years or above,2012,1
1039.0,AL,Covington,70 years or above,2015,2
1039.0,AL,Covington,70 years or above,2017,1
1039.0,AL,Covington,70 years or above,2018,4
1039.0,AL,Covington,70 years or above,2020,2
1039.0,AL,Covington,70 years or above,2021,3
1041.0,AL,Crenshaw,70 years or above,2006,1
1041.0,AL,Crenshaw,70 years or above,2007,1
1041.0,AL,Crenshaw,70 years or above,2009,1
1041.0,AL,Crenshaw,70 years or above,2012,3
1041.0,AL,Crenshaw,70 years or above,2015,1
1041.0,AL,Crenshaw,70 years or above,2018,1
1041.0,AL,Crenshaw,70 years or above,2021,2
1043.0,AL,Cullman,10 - 29 years,2008,1
1043.0,AL,Cullman,10 - 29 years,2012,1
1043.0,AL,Cullman,30 - 49 years,2005,2
1043.0,AL,Cullman,30 - 49 years,2006,1
1043.0,AL,Cullman,30 - 49 years,2008,1
1043.0,AL,Cullman,30 - 49 years,2011,2
1043.0,AL,Cullman,30 - 49 years,2012,1
1043.0,AL,Cullman,30 - 49 years,2014,3
1043.0,AL,Cullman,30 - 49 years,2015,1
1043.0,AL,Cullman,30 - 49 years,2016,1
1043.0,AL,Cullman,30 - 49 years,2017,1
1043.0,AL,Cullman,30 - 49 years,2018,3
1043.0,AL,Cullman,30 - 49 years,2019,2
1043.0,AL,Cullman,30 - 49 years,2020,1
1043.0,AL,Cullman,30 - 49 years,2021,1
1043.0,AL,Cullman,30 - 49 years,2022,1
1043.0,AL,Cullman,70 years or above,2005,3
1043.0,AL,Cullman,70 years or above,2006,1
1043.0,AL,Cullman,70 years or above,2007,4
1043.0,AL,Cullman,70 years or above,2008,5
1043.0,AL,Cullman,70 years or above,2009,4
1043.0,AL,Cullman,70 years or above,2010,2
1043.0,AL,Cullman,70 years or above,2011,3
1043.0,AL,Cullman,70 years or above,2012,5
1043.0,AL,Cullman,70 years or above,2013,1
1043.0,AL,Cullman,70 years or above,2014,1
1043.0,AL,Cullman,70 years or above,2015,2
1043.0,AL,Cullman,70 years or above,2016,6
1043.0,AL,Cullman,70 years or above,2017,6
1043.0,AL,Cullman,70 years or above,2018,7
1043.0,AL,Cullman,70 years or above,2019,7
1043.0,AL,Cullman,70 years or above,2020,5
1043.0,AL,Cullman,70 years or above,2021,2
1043.0,AL,Cullman,70 years or above,2022,4
1045.0,AL,Dale,10 - 29 years,2008,2
1045.0,AL,Dale,10 - 29 years,2009,1
1045.0,AL,Dale,10 - 29 years,2013,1
1045.0,AL,Dale,10 - 29 years,2022,1
1045.0,AL,Dale,30 - 49 years,2011,1
1045.0,AL,Dale,30 - 49 years,2020,2
1045.0,AL,Dale,30 - 49 years,2022,1
1045.0,AL,Dale,70 years or above,2005,1
1045.0,AL,Dale,70 years or above,2007,1
1045.0,AL,Dale,70 years or above,2009,2
1045.0,AL,Dale,70 years or above,2010,2
1045.0,AL,Dale,70 years or above,2011,2
1045.0,AL,Dale,70 years or above,2013,2
1045.0,AL,Dale,70 years or above,2014,2
1045.0,AL,Dale,70 years or above,2015,2
1045.0,AL,Dale,70 years or above,2017,7
1045.0,AL,Dale,70 years or above,2020,2
1045.0,AL,Dale,70 years or above,2021,5
1045.0,AL,Dale,70 years or above,2022,6
1047.0,AL,Dallas,10 - 29 years,2016,1
1047.0,AL,Dallas,30 - 49 years,2012,2
1047.0,AL,Dallas,30 - 49 years,2013,1
1047.0,AL,Dallas,30 - 49 years,2016,1
1047.0,AL,Dallas,30 - 49 years,2019,1
1047.0,AL,Dallas,30 - 49 years,2020,3
1047.0,AL,Dallas,30 - 49 years,2021,1
1047.0,AL,Dallas,30 - 49 years,2022,1
1047.0,AL,Dallas,70 years or above,2005,2
1047.0,AL,Dallas,70 years or above,2006,2
1047.0,AL,Dallas,70 years or above,2007,5
1047.0,AL,Dallas,70 years or above,2008,2
1047.0,AL,Dallas,70 years or above,2009,2
1047.0,AL,Dallas,70 years or above,2010,3
1047.0,AL,Dallas,70 years or above,2011,2
1047.0,AL,Dallas,70 years or above,2013,3
1047.0,AL,Dallas,70 years or above,2014,3
1047.0,AL,Dallas,70 years or above,2015,4
1047.0,AL,Dallas,70 years or above,2016,1
1047.0,AL,Dallas,70 years or above,2017,2
1047.0,AL,Dallas,70 years or above,2018,1
1047.0,AL,Dallas,70 years or above,2019,1
1047.0,AL,Dallas,70 years or above,2020,3
1047.0,AL,Dallas,70 years or above,2021,2
1051.0,AL,Elmore,10 - 29 years,2013,1
1051.0,AL,Elmore,10 - 29 years,2020,1
1051.0,AL,Elmore,30 - 49 years,2005,1
1051.0,AL,Elmore,30 - 49 years,2006,1
1051.0,AL,Elmore,30 - 49 years,2009,3
1051.0,AL,Elmore,30 - 49 years,2010,1
1051.0,AL,Elmore,30 - 49 years,2011,1
1051.0,AL,Elmore,30 - 49 years,2020,2
1051.0,AL,Elmore,30 - 49 years,2021,1
1051.0,AL,Elmore,70 years or above,2006,1
1051.0,AL,Elmore,70 years or above,2007,1
1051.0,AL,Elmore,70 years or above,2008,2
1051.0,AL,Elmore,70 years or above,2010,2
1051.0,AL,Elmore,70 years or above,2012,2
1051.0,AL,Elmore,70 years or above,2014,2
1051.0,AL,Elmore,70 years or above,2015,3
1051.0,AL,Elmore,70 years or above,2016,1
1051.0,AL,Elmore,70 years or above,2017,4
1051.0,AL,Elmore,70 years or above,2018,2
1051.0,AL,Elmore,70 years or above,2019,1
1051.0,AL,Elmore,70 years or above,2020,3
1051.0,AL,Elmore,70 years or above,2021,1
1051.0,AL,Elmore,70 years or above,2022,1
1053.0,AL,Escambia,30 - 49 years,2007,1
1053.0,AL,Escambia,30 - 49 years,2008,1
1053.0,AL,Escambia,30 - 49 years,2012,2
1053.0,AL,Escambia,30 - 49 years,2015,1
1053.0,AL,Escambia,30 - 49 years,2017,1
1053.0,AL,Escambia,30 - 49 years,2021,3
1053.0,AL,Escambia,70 years or above,2005,3
1053.0,AL,Escambia,70 years or above,2006,1
1053.0,AL,Escambia,70 years or above,2010,2
1053.0,AL,Escambia,70 years or above,2011,1
1053.0,AL,Escambia,70 years or above,2012,1
1053.0,AL,Escambia,70 years or above,2014,2
1053.0,AL,Escambia,70 years or above,2016,5
1053.0,AL,Escambia,70 years or above,2017,2
1053.0,AL,Escambia,70 years or above,2018,2
1053.0,AL,Escambia,70 years or above,2019,2
1053.0,AL,Escambia,70 years or above,2020,1
1053.0,AL,Escambia,70 years or above,2021,1
1055.0,AL,Etowah,30 - 49 years,2006,2
1055.0,AL,Etowah,30 - 49 years,2011,1
1055.0,AL,Etowah,30 - 49 years,2012,1
1055.0,AL,Etowah,30 - 49 years,2013,1
1055.0,AL,Etowah,30 - 49 years,2014,2
1055.0,AL,Etowah,30 - 49 years,2016,1
1055.0,AL,Etowah,30 - 49 years,2017,1
1055.0,AL,Etowah,30 - 49 years,2020,1
1055.0,AL,Etowah,70 years or above,2005,4
1055.0,AL,Etowah,70 years or above,2006,4
1055.0,AL,Etowah,70 years or above,2007,5
1055.0,AL,Etowah,70 years or above,2008,6
1055.0,AL,Etowah,70 years or above,2009,4
1055.0,AL,Etowah,70 years or above,2010,4
1055.0,AL,Etowah,70 years or above,2011,1
1055.0,AL,Etowah,70 years or above,2012,5
1055.0,AL,Etowah,70 years or above,2013,5
1055.0,AL,Etowah,70 years or above,2014,5
1055.0,AL,Etowah,70 years or above,2015,1
1055.0,AL,Etowah,70 years or above,2016,6
1055.0,AL,Etowah,70 years or above,2017,3
1055.0,AL,Etowah,70 years or above,2018,4
1055.0,AL,Etowah,70 years or above,2019,2
1055.0,AL,Etowah,70 years or above,2020,3
1055.0,AL,Etowah,70 years or above,2022,4
1057.0,AL,Fayette,10 - 29 years,2022,1
1057.0,AL,Fayette,30 - 49 years,2007,1
1057.0,AL,Fayette,30 - 49 years,2019,1
1057.0,AL,Fayette,70 years or above,2006,2
1057.0,AL,Fayette,70 years or above,2008,2
1057.0,AL,Fayette,70 years or above,2009,1
1057.0,AL,Fayette,70 years or above,2010,2
1057.0,AL,Fayette,70 years or above,2011,1
1057.0,AL,Fayette,70 years or above,2014,2
1057.0,AL,Fayette,70 years or above,2015,1
1057.0,AL,Fayette,70 years or above,2016,2
1057.0,AL,Fayette,70 years or above,2017,1
1057.0,AL,Fayette,70 years or above,2018,2
1057.0,AL,Fayette,70 years or above,2021,1
1057.0,AL,Fayette,70 years or above,2022,2
1059.0,AL,Franklin,10 - 29 years,2006,1
1059.0,AL,Franklin,30 - 49 years,2011,2
1059.0,AL,Franklin,30 - 49 years,2013,1
1059.0,AL,Franklin,30 - 49 years,2016,1
1059.0,AL,Franklin,30 - 49 years,2017,1
1059.0,AL,Franklin,30 - 49 years,2020,1
1059.0,AL,Franklin,70 years or above,2005,1
1059.0,AL,Franklin,70 years or above,2006,2
1059.0,AL,Franklin,70 years or above,2007,1
1059.0,AL,Franklin,70 years or above,2008,1
1059.0,AL,Franklin,70 years or above,2010,2
1059.0,AL,Franklin,70 years or above,2011,1
1059.0,AL,Franklin,70 years or above,2013,2
1059.0,AL,Franklin,70 years or above,2014,2
1059.0,AL,Franklin,70 years or above,2015,1
1059.0,AL,Franklin,70 years or above,2018,1
1059.0,AL,Franklin,70 years or above,2019,2
1059.0,AL,Franklin,70 years or above,2021,4
1059.0,AL,Franklin,70 years or above,2022,3
1061.0,AL,Geneva,10 - 29 years,2010,1
1061.0,AL,Geneva,30 - 49 years,2008,1
1061.0,AL,Geneva,30 - 49 years,2011,1
1061.0,AL,Geneva,30 - 49 years,2016,1
1061.0,AL,Geneva,30 - 49 years,2018,1
1061.0,AL,Geneva,70 years or above,2010,2
1061.0,AL,Geneva,70 years or above,2011,1
1061.0,AL,Geneva,70 years or above,2012,1
1061.0,AL,Geneva,70 years or above,2015,1
1061.0,AL,Geneva,70 years or above,2016,2
1061.0,AL,Geneva,70 years or above,2017,2
1061.0,AL,Geneva,70 years or above,2018,5
1061.0,AL,Geneva,70 years or above,2019,3
1061.0,AL,Geneva,70 years or above,2020,1
1061.0,AL,Geneva,70 years or above,2021,1
1061.0,AL,Geneva,70 years or above,2022,2
1063.0,AL,Greene,10 - 29 years,2009,1
1063.0,AL,Greene,30 - 49 years,2018,1
1063.0,AL,Greene,70 years or above,2011,2
1063.0,AL,Greene,70 years or above,2012,1
1063.0,AL,Greene,70 years or above,2013,1
1063.0,AL,Greene,70 years or above,2014,1
1063.0,AL,Greene,70 years or above,2018,1
1063.0,AL,Greene,70 years or above,2022,1
1065.0,AL,Hale,30 - 49 years,2008,1
1065.0,AL,Hale,30 - 49 years,2013,1
1065.0,AL,Hale,30 - 49 years,2015,1
1065.0,AL,Hale,30 - 49 years,2021,2
1065.0,AL,Hale,70 years or above,2006,2
1065.0,AL,Hale,70 years or above,2007,2
1065.0,AL,Hale,70 years or above,2008,1
1065.0,AL,Hale,70 years or above,2009,1
1065.0,AL,Hale,70 years or above,2010,2
1065.0,AL,Hale,70 years or above,2011,1
1065.0,AL,Hale,70 years or above,2015,1
1065.0,AL,Hale,70 years or above,2016,1
1065.0,AL,Hale,70 years or above,2017,1
1065.0,AL,Hale,70 years or above,2020,1
1065.0,AL,Hale,70 years or above,2022,1
1067.0,AL,Henry,30 - 49 years,2009,1
1067.0,AL,Henry,30 - 49 years,2014,1
1067.0,AL,Henry,70 years or above,2008,1
1067.0,AL,Henry,70 years or above,2009,2
1067.0,AL,Henry,70 years or above,2010,1
1067.0,AL,Henry,70 years or above,2011,1
1067.0,AL,Henry,70 years or above,2013,1
1067.0,AL,Henry,70 years or above,2014,2
1067.0,AL,Henry,70 years or above,2015,1
1067.0,AL,Henry,70 years or above,2016,3
1067.0,AL,Henry,70 years or above,2017,2
1067.0,AL,Henry,70 years or above,2018,1
1067.0,AL,Henry,70 years or above,2019,3
1067.0,AL,Henry,70 years or above,2021,1
1067.0,AL,Henry,70 years or above,2022,1
1069.0,AL,Houston,10 - 29 years,2010,1
1069.0,AL,Houston,30 - 49 years,2005,2
1069.0,AL,Houston,30 - 49 years,2009,1
1069.0,AL,Houston,30 - 49 years,2011,1
1069.0,AL,Houston,30 - 49 years,2014,1
1069.0,AL,Houston,30 - 49 years,2015,1
1069.0,AL,Houston,30 - 49 years,2016,1
1069.0,AL,Houston,30 - 49 years,2017,1
1069.0,AL,Houston,30 - 49 years,2021,1
1069.0,AL,Houston,70 years or above,2005,4
1069.0,AL,Houston,70 years or above,2006,2
1069.0,AL,Houston,70 years or above,2007,3
